Ground trutch;Predicted labels
[22, 21, 11, 7, 23, 10, 26, 89, 21, 11, 7, 15, 10, 26, 15, 21, 26, 9, 143, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144];[1, 16, 8, 11, 10, 11, 13, 7, 11, 10, 2, 7, 10, 7, 14, 15, 9, 10, 13, 6, 5, 14, 9, 10, 1, 11, 8, 10, 13, 14, 14, 10, 9, 10, 13, 9, 10, 10, 10, 10, 10, 8, 10, 10, 9, 10, 9, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 9, 15, 9, 14, 10, 9, 10, 10, 10, 10, 10, 9, 9, 10, 10, 10, 10, 9, 10, 1, 10, 10, 10, 10, 10, 9, 10, 9, 10, 10, 10, 10, 9, 10, 10, 10, 10, 10, 10, 9, 15, 10, 10, 10, 9, 10, 10, 9, 3, 10, 10, 10, 10, 10, 9, 10, 10, 10, 10, 10, 9, 10, 10, 10, 10, 10, 9, 10, 9, 10, 10, 10, 10, 10, 10, 10, 9, 10, 10, 10, 11, 23]
[15, 22, 17, 143, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144];[9, 6, 3, 6, 105, 6, 8, 2, 6, 105, 7, 7, 5, 2, 9, 5, 9, 5, 8, 7, 8, 9, 9, 5, 1, 6, 3, 10, 3, 14, 9, 10, 4, 10, 8, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 4, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 4, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 4, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 6, 108]
[88, 30, 143, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144];[9, 6, 3, 6, 105, 6, 8, 2, 6, 105, 7, 7, 5, 2, 14, 5, 4, 5, 8, 7, 8, 9, 9, 5, 1, 6, 3, 10, 8, 14, 9, 10, 105, 10, 8, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 4, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 4, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 4, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 6, 108]
[84, 11, 7, 23, 10, 26, 84, 2, 84, 143, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144];[9, 6, 3, 6, 105, 6, 8, 2, 6, 105, 7, 7, 10, 2, 14, 5, 9, 5, 8, 7, 8, 9, 9, 5, 1, 6, 3, 10, 3, 14, 9, 10, 105, 10, 8, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 4, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 4, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 4, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 6, 108]
[19, 7, 31, 11, 7, 15, 10, 26, 9, 23, 31, 26, 22, 30, 10, 7, 15, 31, 11, 7, 23, 10, 26, 15, 28, 31, 11, 7, 15, 10, 26, 9, 9, 9, 31, 26, 9, 22, 30, 10, 143, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144];[9, 6, 3, 12, 15, 8, 8, 7, 6, 10, 1, 29, 5, 7, 9, 105, 4, 5, 8, 7, 2, 4, 9, 21, 1, 6, 2, 10, 8, 9, 9, 10, 4, 10, 8, 4, 10, 10, 10, 10, 10, 3, 10, 10, 10, 10, 10, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 20, 10, 10, 4, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 4, 10, 10, 10, 10, 10, 4, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 6, 108]
[7, 31, 11, 7, 15, 10, 26, 15, 31, 29, 26, 29, 11, 7, 15, 10, 2, 4, 31, 26, 29, 16, 11, 7, 15, 10, 10, 143, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144];[9, 6, 3, 6, 105, 6, 8, 2, 6, 10, 7, 7, 10, 19, 9, 105, 9, 5, 8, 7, 8, 4, 9, 5, 1, 6, 3, 10, 3, 9, 9, 10, 4, 10, 8, 10, 10, 10, 10, 10, 10, 13, 10, 10, 10, 10, 10, 4, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 4, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 4, 10, 10, 10, 10, 10, 4, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 6, 108]
[84, 2, 47, 7, 21, 48, 49, 10, 7, 13, 10, 26, 56, 47, 7, 49, 8, 12, 10, 7, 13, 10, 143, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144];[2, 16, 8, 11, 10, 11, 13, 7, 4, 10, 2, 17, 10, 7, 14, 10, 19, 10, 13, 6, 5, 9, 9, 10, 1, 11, 8, 10, 13, 3, 19, 9, 3, 16, 13, 9, 10, 10, 10, 10, 10, 1, 10, 10, 9, 9, 10, 9, 15, 10, 9, 15, 10, 15, 10, 10, 10, 10, 9, 10, 10, 10, 9, 15, 9, 14, 15, 10, 10, 10, 10, 10, 15, 9, 9, 9, 10, 10, 10, 9, 10, 1, 15, 10, 10, 10, 10, 9, 10, 9, 10, 10, 15, 9, 15, 10, 10, 10, 10, 10, 9, 9, 15, 10, 10, 10, 4, 10, 10, 9, 9, 10, 10, 3, 15, 10, 9, 10, 10, 10, 20, 10, 9, 10, 10, 10, 10, 10, 9, 10, 9, 10, 10, 15, 10, 10, 10, 10, 9, 10, 10, 10, 11, 29]
[7, 89, 30, 10, 11, 7, 48, 10, 121, 143, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144];[9, 6, 3, 6, 5, 6, 8, 2, 6, 10, 1, 7, 5, 2, 9, 5, 9, 5, 8, 7, 8, 9, 9, 5, 1, 6, 3, 10, 8, 9, 9, 10, 4, 10, 8, 9, 10, 10, 10, 10, 10, 3, 10, 10, 10, 10, 10, 4, 10, 10, 10, 10, 4, 10, 10, 10, 10, 10, 10, 10, 10, 10, 4, 10, 9, 4, 10, 4, 10, 10, 10, 10, 10, 4, 4, 10, 10, 10, 10, 4, 10, 10, 10, 10, 10, 10, 10, 4, 10, 4, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 4, 10, 10, 10, 10, 4, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 4, 10, 10, 10, 10, 10, 10, 10, 4, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 6, 41]
[21, 44, 11, 7, 109, 10, 143, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144];[4, 6, 3, 6, 5, 3, 3, 2, 6, 5, 1, 2, 5, 2, 4, 5, 4, 5, 3, 2, 3, 4, 4, 2, 1, 6, 3, 5, 3, 4, 4, 5, 4, 5, 3, 4, 5, 5, 5, 4, 5, 5, 5, 4, 4, 4, 5, 4, 5, 4, 5, 4, 4, 4, 5, 5, 4, 5, 5, 5, 5, 5, 4, 4, 4, 4, 4, 4, 5, 5, 4, 5, 5, 4, 4, 5, 4, 5, 5, 4, 5, 4, 5, 5, 5, 5, 4, 4, 5, 4, 5, 5, 4, 4, 4, 5, 4, 5, 4, 4, 5, 4, 5, 5, 5, 5, 4, 5, 5, 4, 4, 5, 5, 5, 5, 4, 4, 5, 5, 5, 5, 4, 4, 5, 5, 5, 4, 5, 4, 5, 4, 5, 5, 5, 4, 5, 4, 4, 4, 4, 5, 4, 6, 36]
[122, 24, 6, 7, 81, 10, 2, 19, 7, 25, 4, 81, 16, 14, 25, 4, 81, 14, 9, 16, 10, 7, 25, 4, 81, 16, 10, 143, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144];[9, 6, 3, 6, 15, 6, 8, 7, 6, 10, 7, 29, 5, 7, 9, 105, 4, 5, 8, 7, 2, 4, 9, 5, 1, 6, 3, 10, 8, 9, 9, 10, 4, 10, 8, 4, 10, 10, 10, 10, 10, 3, 10, 10, 10, 10, 10, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 20, 10, 10, 4, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 4, 10, 10, 10, 10, 10, 4, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 6, 108]
